Country_RegionID,Date,NewCases
0,2020-04-29,110
0,2020-04-30,187
0,2020-05-01,164
0,2020-05-02,179
0,2020-05-03,235
0,2020-05-04,190
0,2020-05-05,330
0,2020-05-06,168
0,2020-05-07,171
0,2020-05-08,217
0,2020-05-09,261
0,2020-05-10,361
0,2020-05-11,284
0,2020-05-12,281
0,2020-05-13,259
0,2020-05-14,413
0,2020-05-15,414
0,2020-05-16,349
0,2020-05-17,262
0,2020-05-18,408
0,2020-05-19,581
0,2020-05-20,492
0,2020-05-21,531
0,2020-05-22,542
0,2020-05-23,782
0,2020-05-24,584
0,2020-05-25,591
0,2020-05-26,658
0,2020-05-27,625
0,2020-05-28,580
0,2020-05-29,623
0,2020-05-30,866
0,2020-05-31,680
0,2020-06-01,545
0,2020-06-02,759
0,2020-06-03,758
0,2020-06-04,787
0,2020-06-05,915
0,2020-06-06,582
0,2020-06-07,791
0,2020-06-08,575
0,2020-06-09,542
0,2020-06-10,684
0,2020-06-11,748
0,2020-06-12,656
0,2020-06-13,556
0,2020-06-14,664
0,2020-06-15,761
0,2020-06-16,783
0,2020-06-17,564
0,2020-06-18,658
0,2020-06-19,346
0,2020-06-20,546
0,2020-06-21,409
0,2020-06-22,310
0,2020-06-23,324
0,2020-06-24,234
0,2020-06-25,460
0,2020-06-26,276
0,2020-06-27,165
0,2020-06-28,351
0,2020-06-29,271
0,2020-06-30,279
0,2020-07-01,319
0,2020-07-02,186
0,2020-07-03,302
0,2020-07-04,348
0,2020-07-05,279
0,2020-07-06,239
0,2020-07-07,194
0,2020-07-08,210
0,2020-07-09,314
0,2020-07-10,286
0,2020-07-11,172
0,2020-07-12,85
0,2020-07-13,154
0,2020-07-14,135
0,2020-07-15,254
0,2020-07-16,76
0,2020-07-17,159
0,2020-07-18,60
0,2020-07-19,174
0,2020-07-20,40
0,2020-07-21,112
0,2020-07-22,112
0,2020-07-23,201
0,2020-07-24,60
0,2020-07-25,48
0,2020-07-26,121
0,2020-07-27,106
0,2020-07-28,105
0,2020-07-29,105
0,2020-07-30,69
0,2020-07-31,133
0,2020-08-01,35
0,2020-08-02,1
0,2020-08-03,36
0,2020-08-04,36
0,2020-08-05,47
0,2020-08-06,108
0,2020-08-07,78
0,2020-08-08,40
0,2020-08-09,37
0,2020-08-10,70
0,2020-08-11,107
0,2020-08-12,76
0,2020-08-13,86
0,2020-08-14,75
0,2020-08-15,45
0,2020-08-16,48
0,2020-08-17,77
0,2020-08-18,43
0,2020-08-19,40
0,2020-08-20,102
0,2020-08-21,33
0,2020-08-22,59
0,2020-08-23,46
0,2020-08-24,55
0,2020-08-25,16
0,2020-08-26,42
0,2020-08-27,16
0,2020-08-28,11
0,2020-08-29,3
0,2020-08-30,22
0,2020-08-31,4
0,2020-09-01,34
0,2020-09-02,50
0,2020-09-03,45
0,2020-09-04,16
0,2020-09-05,20
0,2020-09-06,74
0,2020-09-07,96
0,2020-09-08,26
0,2020-09-09,24
0,2020-09-10,28
0,2020-09-11,34
0,2020-09-12,35
0,2020-09-13,75
0,2020-09-14,56
0,2020-09-15,43
0,2020-09-16,40
0,2020-09-17,17
0,2020-09-18,25
0,2020-09-19,22
0,2020-09-20,125
0,2020-09-21,30
0,2020-09-22,22
0,2020-09-23,49
0,2020-09-24,25
0,2020-09-25,16
0,2020-09-26,6
0,2020-09-27,35
0,2020-09-28,12
0,2020-09-29,15
0,2020-09-30,14
0,2020-10-01,17
0,2020-10-02,5
0,2020-10-03,7
0,2020-10-04,44
0,2020-10-05,81
0,2020-10-06,64
0,2020-10-07,62
0,2020-10-08,68
0,2020-10-09,77
0,2020-10-10,10
0,2020-10-11,96
0,2020-10-12,71
0,2020-10-13,58
0,2020-10-14,66
0,2020-10-15,32
0,2020-10-16,62
0,2020-10-17,53
0,2020-10-18,59
0,2020-10-19,87
0,2020-10-20,82
0,2020-10-21,141
0,2020-10-22,116
0,2020-10-23,61
0,2020-10-24,81
0,2020-10-25,65
0,2020-10-26,104
0,2020-10-27,95
0,2020-10-28,113
0,2020-10-29,123
0,2020-10-30,66
0,2020-10-31,91
0,2020-11-01,76
0,2020-11-02,132
0,2020-11-03,95
0,2020-11-04,86
0,2020-11-05,121
0,2020-11-06,40
0,2020-11-07,58
0,2020-11-08,126
0,2020-11-09,138
0,2020-11-10,166
0,2020-11-11,146
0,2020-11-12,186
0,2020-11-13,174
0,2020-11-14,66
0,2020-11-15,205
0,2020-11-16,228
0,2020-11-17,213
0,2020-11-18,243
0,2020-11-19,253
0,2020-11-20,186
0,2020-11-21,140
0,2020-11-22,203
0,2020-11-23,282
0,2020-11-24,186
0,2020-11-25,210
0,2020-11-26,216
0,2020-11-27,123
0,2020-11-28,121
0,2020-11-29,272
0,2020-11-30,158
0,2020-12-01,242
0,2020-12-02,202
0,2020-12-03,119
0,2020-12-04,0
0,2020-12-05,235
0,2020-12-06,234
0,2020-12-07,210
0,2020-12-08,200
0,2020-12-09,135
0,2020-12-10,202
0,2020-12-11,63
0,2020-12-12,113
0,2020-12-13,298
0,2020-12-14,191
0,2020-12-15,234
0,2020-12-16,209
0,2020-12-17,217
0,2020-12-18,243
0,2020-12-19,60
0,2020-12-20,136
0,2020-12-21,196
0,2020-12-22,177
0,2020-12-23,243
0,2020-12-24,222
0,2020-12-25,155
0,2020-12-26,76
0,2020-12-27,153
0,2020-12-28,241
0,2020-12-29,70
0,2020-12-30,55
0,2020-12-31,121
0,2021-01-01,0
0,2021-01-02,0
0,2021-01-03,0
0,2021-01-04,1485
0,2021-01-05,94
0,2021-01-06,0
0,2021-01-07,102
0,2021-01-08,125
0,2021-01-09,68
0,2021-01-10,89
0,2021-01-11,49
0,2021-01-12,46
0,2021-01-13,0
0,2021-01-14,191
0,2021-01-15,56
0,2021-01-16,107
0,2021-01-17,46
0,2021-01-18,78
0,2021-01-19,79
0,2021-01-20,137
0,2021-01-21,125
0,2021-01-22,80
0,2021-01-23,76
0,2021-01-24,36
0,2021-01-25,77
0,2021-01-26,78
0,2021-01-27,104
0,2021-01-28,37
0,2021-01-29,48
0,2021-01-30,69
0,2021-01-31,15
0,2021-02-01,36
0,2021-02-02,62
0,2021-02-03,53
0,2021-02-04,57
0,2021-02-05,34
0,2021-02-06,65
0,2021-02-07,5
0,2021-02-08,24
0,2021-02-09,25
0,2021-02-10,18
0,2021-02-11,18
0,2021-02-12,25
0,2021-02-13,28
0,2021-02-14,19
0,2021-02-15,22
0,2021-02-16,4
0,2021-02-17,22
0,2021-02-18,17
0,2021-02-19,18
0,2021-02-20,5
0,2021-02-21,24
0,2021-02-22,13
0,2021-02-23,29
0,2021-02-24,18
0,2021-02-25,16
0,2021-02-26,16
0,2021-02-27,11
0,2021-02-28,7
0,2021-03-01,19
0,2021-03-02,26
0,2021-03-03,11
0,2021-03-04,5
0,2021-03-05,52
0,2021-03-06,13
0,2021-03-07,7
0,2021-03-08,29
0,2021-03-09,0
0,2021-03-10,18
0,2021-03-11,23
0,2021-03-12,42
0,2021-03-13,0
0,2021-03-14,26
0,2021-03-15,0
0,2021-03-16,10
0,2021-03-17,21
0,2021-03-18,28
0,2021-03-19,25
0,2021-03-20,24
0,2021-03-21,10
0,2021-03-22,50
0,2021-03-23,24
0,2021-03-24,15
0,2021-03-25,34
0,2021-03-26,28
0,2021-03-27,36
0,2021-03-28,4
0,2021-03-29,28
0,2021-03-30,62
0,2021-03-31,70
0,2021-04-01,63
0,2021-04-02,55
0,2021-04-03,23
0,2021-04-04,81
0,2021-04-05,41
0,2021-04-06,62
0,2021-04-07,94
0,2021-04-08,70
0,2021-04-09,76
0,2021-04-10,125
0,2021-04-11,16
0,2021-04-12,82
0,2021-04-13,122
0,2021-04-14,128
0,2021-04-15,42
0,2021-04-16,78
0,2021-04-17,109
0,2021-04-18,72
0,2021-04-19,105
0,2021-04-20,139
0,2021-04-21,177
0,2021-04-22,98
1,2020-01-22,0
1,2020-01-23,0
1,2020-01-24,0
1,2020-01-25,0
1,2020-01-26,0
1,2020-01-27,0
1,2020-01-28,0
1,2020-01-29,0
1,2020-01-30,0
1,2020-01-31,0
1,2020-02-01,0
1,2020-02-02,0
1,2020-02-03,0
1,2020-02-04,0
1,2020-02-05,0
1,2020-02-06,0
1,2020-02-07,0
1,2020-02-08,0
1,2020-02-09,0
1,2020-02-10,0
1,2020-02-11,0
1,2020-02-12,0
1,2020-02-13,0
1,2020-02-14,0
1,2020-02-15,0
1,2020-02-16,0
1,2020-02-17,0
1,2020-02-18,0
1,2020-02-19,0
1,2020-02-20,0
1,2020-02-21,0
1,2020-02-22,0
1,2020-02-23,0
1,2020-02-24,0
1,2020-02-25,0
1,2020-02-26,0
1,2020-02-27,0
1,2020-02-28,0
1,2020-02-29,0
1,2020-03-01,0
1,2020-03-02,0
1,2020-03-03,0
1,2020-03-04,0
1,2020-03-05,0
1,2020-03-06,0
1,2020-03-07,0
1,2020-03-08,0
1,2020-03-09,2
1,2020-03-10,8
1,2020-03-11,2
1,2020-03-12,11
1,2020-03-13,10
1,2020-03-14,5
1,2020-03-15,4
1,2020-03-16,9
1,2020-03-17,4
1,2020-03-18,4
1,2020-03-19,5
1,2020-03-20,6
1,2020-03-21,6
1,2020-03-22,13
1,2020-03-23,15
1,2020-03-24,19
1,2020-03-25,23
1,2020-03-26,28
1,2020-03-27,12
1,2020-03-28,11
1,2020-03-29,15
1,2020-03-30,11
1,2020-03-31,20
1,2020-04-01,16
1,2020-04-02,18
1,2020-04-03,27
1,2020-04-04,29
1,2020-04-05,28
1,2020-04-06,16
1,2020-04-07,6
1,2020-04-08,17
1,2020-04-09,9
1,2020-04-10,7
1,2020-04-11,17
1,2020-04-12,13
1,2020-04-13,21
1,2020-04-14,8
1,2020-04-15,19
1,2020-04-16,24
1,2020-04-17,21
1,2020-04-18,9
1,2020-04-19,14
1,2020-04-20,22
1,2020-04-21,25
1,2020-04-22,25
1,2020-04-23,29
1,2020-04-24,15
1,2020-04-25,34
1,2020-04-26,14
1,2020-04-27,10
1,2020-04-28,14
1,2020-04-29,16
1,2020-04-30,7
1,2020-05-01,9
1,2020-05-02,7
1,2020-05-03,6
1,2020-05-04,8
1,2020-05-05,17
1,2020-05-06,12
1,2020-05-07,10
1,2020-05-08,8
1,2020-05-09,6
1,2020-05-10,12
1,2020-05-11,4
1,2020-05-12,4
1,2020-05-13,4
1,2020-05-14,18
1,2020-05-15,18
1,2020-05-16,17
1,2020-05-17,13
1,2020-05-18,2
1,2020-05-19,1
1,2020-05-20,15
1,2020-05-21,5
1,2020-05-22,12
1,2020-05-23,8
1,2020-05-24,9
1,2020-05-25,6
1,2020-05-26,25
1,2020-05-27,21
1,2020-05-28,26
1,2020-05-29,23
1,2020-05-30,23
1,2020-05-31,15
1,2020-06-01,6
1,2020-06-02,21
1,2020-06-03,20
1,2020-06-04,13
1,2020-06-05,15
1,2020-06-06,20
1,2020-06-07,14
1,2020-06-08,17
1,2020-06-09,36
1,2020-06-10,42
1,2020-06-11,44
1,2020-06-12,31
1,2020-06-13,48
1,2020-06-14,57
1,2020-06-15,69
1,2020-06-16,82
1,2020-06-17,50
1,2020-06-18,66
1,2020-06-19,50
1,2020-06-20,53
1,2020-06-21,71
1,2020-06-22,33
1,2020-06-23,52
1,2020-06-24,67
1,2020-06-25,78
1,2020-06-26,77
1,2020-06-27,61
1,2020-06-28,72
1,2020-06-29,64
1,2020-06-30,69
1,2020-07-01,45
1,2020-07-02,82
1,2020-07-03,90
1,2020-07-04,67
1,2020-07-05,74
1,2020-07-06,71
1,2020-07-07,74
1,2020-07-08,68
1,2020-07-09,82
1,2020-07-10,90
1,2020-07-11,93
1,2020-07-12,83
1,2020-07-13,117
1,2020-07-14,96
1,2020-07-15,85
1,2020-07-16,99
1,2020-07-17,55
1,2020-07-18,102
1,2020-07-19,82
1,2020-07-20,81
1,2020-07-21,119
1,2020-07-22,68
1,2020-07-23,108
1,2020-07-24,104
1,2020-07-25,67
1,2020-07-26,126
1,2020-07-27,117
1,2020-07-28,117
1,2020-07-29,108
1,2020-07-30,92
1,2020-07-31,79
1,2020-08-01,120
1,2020-08-02,123
1,2020-08-03,101
1,2020-08-04,130
1,2020-08-05,139
1,2020-08-06,127
1,2020-08-07,135
1,2020-08-08,124
1,2020-08-09,136
1,2020-08-10,125
1,2020-08-11,140
1,2020-08-12,141
1,2020-08-13,154
1,2020-08-14,146
1,2020-08-15,143
1,2020-08-16,120
1,2020-08-17,119
1,2020-08-18,155
1,2020-08-19,158
1,2020-08-20,155
1,2020-08-21,152
1,2020-08-22,156
1,2020-08-23,152
1,2020-08-24,178
1,2020-08-25,154
1,2020-08-26,168
1,2020-08-27,156
1,2020-08-28,112
1,2020-08-29,84
1,2020-08-30,101
1,2020-08-31,133
1,2020-09-01,93
1,2020-09-02,122
1,2020-09-03,116
1,2020-09-04,123
1,2020-09-05,135
1,2020-09-06,153
1,2020-09-07,151
1,2020-09-08,147
1,2020-09-09,151
1,2020-09-10,156
1,2020-09-11,161
1,2020-09-12,164
1,2020-09-13,168
1,2020-09-14,167
1,2020-09-15,152
1,2020-09-16,144
1,2020-09-17,132
1,2020-09-18,125
1,2020-09-19,153
1,2020-09-20,159
1,2020-09-21,150
1,2020-09-22,131
1,2020-09-23,121
1,2020-09-24,134
1,2020-09-25,124
1,2020-09-26,108
1,2020-09-27,106
1,2020-09-28,132
1,2020-09-29,127
1,2020-09-30,131
1,2020-10-01,157
1,2020-10-02,159
1,2020-10-03,152
1,2020-10-04,149
1,2020-10-05,144
1,2020-10-06,158
1,2020-10-07,162
1,2020-10-08,169
1,2020-10-09,167
1,2020-10-10,165
1,2020-10-11,168
1,2020-10-12,171
1,2020-10-13,182
1,2020-10-14,203
1,2020-10-15,257
1,2020-10-16,289
1,2020-10-17,273
1,2020-10-18,281
1,2020-10-19,295
1,2020-10-20,301
1,2020-10-21,297
1,2020-10-22,302
1,2020-10-23,306
1,2020-10-24,302
1,2020-10-25,299
1,2020-10-26,288
1,2020-10-27,284
1,2020-10-28,311
1,2020-10-29,275
1,2020-10-30,319
1,2020-10-31,241
1,2020-11-01,327
1,2020-11-02,321
1,2020-11-03,381
1,2020-11-04,396
1,2020-11-05,421
1,2020-11-06,489
1,2020-11-07,495
1,2020-11-08,501
1,2020-11-09,525
1,2020-11-10,563
1,2020-11-11,507
1,2020-11-12,410
1,2020-11-13,490
1,2020-11-14,532
1,2020-11-15,597
1,2020-11-16,602
1,2020-11-17,694
1,2020-11-18,711
1,2020-11-19,786
1,2020-11-20,836
1,2020-11-21,737
1,2020-11-22,565
1,2020-11-23,795
1,2020-11-24,744
1,2020-11-25,644
1,2020-11-26,656
1,2020-11-27,645
1,2020-11-28,545
1,2020-11-29,835
1,2020-11-30,557
1,2020-12-01,832
1,2020-12-02,705
1,2020-12-03,782
1,2020-12-04,801
1,2020-12-05,846
1,2020-12-06,840
1,2020-12-07,695
1,2020-12-08,753
1,2020-12-09,752
1,2020-12-10,873
1,2020-12-11,802
1,2020-12-12,879
1,2020-12-13,788
1,2020-12-14,661
1,2020-12-15,809
1,2020-12-16,637
1,2020-12-17,787
1,2020-12-18,580
1,2020-12-19,538
1,2020-12-20,461
1,2020-12-21,422
1,2020-12-22,389
1,2020-12-23,503
1,2020-12-24,510
1,2020-12-25,553
1,2020-12-26,375
1,2020-12-27,499
1,2020-12-28,318
1,2020-12-29,574
1,2020-12-30,581
1,2020-12-31,589
1,2021-01-01,0
1,2021-01-02,675
1,2021-01-03,447
1,2021-01-04,185
1,2021-01-05,660
1,2021-01-06,725
1,2021-01-07,697
1,2021-01-08,673
1,2021-01-09,655
1,2021-01-10,562
1,2021-01-11,376
1,2021-01-12,656
1,2021-01-13,707
1,2021-01-14,660
1,2021-01-15,641
1,2021-01-16,581
1,2021-01-17,474
1,2021-01-18,292
1,2021-01-19,586
1,2021-01-20,670
1,2021-01-21,678
1,2021-01-22,739
1,2021-01-23,786
1,2021-01-24,833
1,2021-01-25,538
1,2021-01-26,879
1,2021-01-27,876
1,2021-01-28,887
1,2021-01-29,896
1,2021-01-30,901
1,2021-01-31,876
1,2021-02-01,865
1,2021-02-02,942
1,2021-02-03,1007
1,2021-02-04,1052
1,2021-02-05,1089
1,2021-02-06,1130
1,2021-02-07,1124
1,2021-02-08,953
1,2021-02-09,1239
1,2021-02-10,1143
1,2021-02-11,1105
1,2021-02-12,1059
1,2021-02-13,1152
1,2021-02-14,1088
1,2021-02-15,775
1,2021-02-16,801
1,2021-02-17,1075
1,2021-02-18,1112
1,2021-02-19,1071
1,2021-02-20,1153
1,2021-02-21,1184
1,2021-02-22,1039
1,2021-02-23,1021
1,2021-02-24,1021
1,2021-02-25,986
1,2021-02-26,916
1,2021-02-27,986
1,2021-02-28,952
1,2021-03-01,764
1,2021-03-02,892
1,2021-03-03,851
1,2021-03-04,847
1,2021-03-05,780
1,2021-03-06,777
1,2021-03-07,819
1,2021-03-08,683
1,2021-03-09,629
1,2021-03-10,631
1,2021-03-11,602
1,2021-03-12,681
1,2021-03-13,698
1,2021-03-14,653
1,2021-03-15,543
1,2021-03-16,475
1,2021-03-17,446
1,2021-03-18,590
1,2021-03-19,494
1,2021-03-20,519
1,2021-03-21,659
1,2021-03-22,344
1,2021-03-23,303
1,2021-03-24,448
1,2021-03-25,472
1,2021-03-26,449
1,2021-03-27,425
1,2021-03-28,493
1,2021-03-29,285
1,2021-03-30,304
1,2021-03-31,434
1,2021-04-01,349
1,2021-04-02,336
1,2021-04-03,341
1,2021-04-04,348
1,2021-04-05,264
1,2021-04-06,141
1,2021-04-07,256
1,2021-04-08,317
1,2021-04-09,286
1,2021-04-10,360
1,2021-04-11,238
1,2021-04-12,125
1,2021-04-13,234
1,2021-04-14,207
1,2021-04-15,169
1,2021-04-16,179
1,2021-04-17,149
1,2021-04-18,138
1,2021-04-19,100
1,2021-04-20,148
1,2021-04-21,138
1,2021-04-22,134
2,2020-01-22,0
2,2020-01-23,0
2,2020-01-24,0
2,2020-01-25,0
2,2020-01-26,0
2,2020-01-27,0
2,2020-01-28,0
2,2020-01-29,0
2,2020-01-30,0
2,2020-01-31,0
2,2020-02-01,0
2,2020-02-02,0
2,2020-02-03,0
2,2020-02-04,0
2,2020-02-05,0
2,2020-02-06,0
2,2020-02-07,0
2,2020-02-08,0
2,2020-02-09,0
2,2020-02-10,0
2,2020-02-11,0
2,2020-02-12,0
2,2020-02-13,0
2,2020-02-14,0
2,2020-02-15,0
2,2020-02-16,0
2,2020-02-17,0
2,2020-02-18,0
2,2020-02-19,0
2,2020-02-20,0
2,2020-02-21,0
2,2020-02-22,0
2,2020-02-23,0
2,2020-02-24,0
2,2020-02-25,1
2,2020-02-26,0
2,2020-02-27,0
2,2020-02-28,0
2,2020-02-29,0
2,2020-03-01,0
2,2020-03-02,2
2,2020-03-03,2
2,2020-03-04,7
2,2020-03-05,0
2,2020-03-06,5
2,2020-03-07,0
2,2020-03-08,2
2,2020-03-09,1
2,2020-03-10,0
2,2020-03-11,0
2,2020-03-12,4
2,2020-03-13,2
2,2020-03-14,11
2,2020-03-15,11
2,2020-03-16,6
2,2020-03-17,6
2,2020-03-18,14
2,2020-03-19,13
2,2020-03-20,3
2,2020-03-21,49
2,2020-03-22,62
2,2020-03-23,29
2,2020-03-24,34
2,2020-03-25,38
2,2020-03-26,65
2,2020-03-27,42
2,2020-03-28,45
2,2020-03-29,57
2,2020-03-30,73
2,2020-03-31,132
2,2020-04-01,131
2,2020-04-02,139
2,2020-04-03,185
2,2020-04-04,80
2,2020-04-05,69
2,2020-04-06,103
2,2020-04-07,45
2,2020-04-08,104
2,2020-04-09,94
2,2020-04-10,95
2,2020-04-11,64
2,2020-04-12,89
2,2020-04-13,69
2,2020-04-14,87
2,2020-04-15,90
2,2020-04-16,108
2,2020-04-17,150
2,2020-04-18,116
2,2020-04-19,95
2,2020-04-20,89
2,2020-04-21,93
2,2020-04-22,99
2,2020-04-23,97
2,2020-04-24,120
2,2020-04-25,129
2,2020-04-26,126
2,2020-04-27,135
2,2020-04-28,132
2,2020-04-29,199
2,2020-04-30,158
2,2020-05-01,148
2,2020-05-02,141
2,2020-05-03,179
2,2020-05-04,174
2,2020-05-05,190
2,2020-05-06,159
2,2020-05-07,185
2,2020-05-08,187
2,2020-05-09,189
2,2020-05-10,165
2,2020-05-11,168
2,2020-05-12,176
2,2020-05-13,186
2,2020-05-14,189
2,2020-05-15,187
2,2020-05-16,192
2,2020-05-17,198
2,2020-05-18,182
2,2020-05-19,176
2,2020-05-20,165
2,2020-05-21,186
2,2020-05-22,190
2,2020-05-23,195
2,2020-05-24,193
2,2020-05-25,197
2,2020-05-26,194
2,2020-05-27,160
2,2020-05-28,140
2,2020-05-29,137
2,2020-05-30,133
2,2020-05-31,127
2,2020-06-01,119
2,2020-06-02,113
2,2020-06-03,107
2,2020-06-04,98
2,2020-06-05,104
2,2020-06-06,115
2,2020-06-07,104
2,2020-06-08,111
2,2020-06-09,117
2,2020-06-10,102
2,2020-06-11,105
2,2020-06-12,109
2,2020-06-13,112
2,2020-06-14,109
2,2020-06-15,112
2,2020-06-16,116
2,2020-06-17,121
2,2020-06-18,117
2,2020-06-19,119
2,2020-06-20,127
2,2020-06-21,140
2,2020-06-22,149
2,2020-06-23,156
2,2020-06-24,172
2,2020-06-25,197
2,2020-06-26,240
2,2020-06-27,283
2,2020-06-28,305
2,2020-06-29,298
2,2020-06-30,336
2,2020-07-01,365
2,2020-07-02,385
2,2020-07-03,413
2,2020-07-04,430
2,2020-07-05,441
2,2020-07-06,463
2,2020-07-07,475
2,2020-07-08,469
2,2020-07-09,460
2,2020-07-10,434
2,2020-07-11,470
2,2020-07-12,483
2,2020-07-13,494
2,2020-07-14,527
2,2020-07-15,554
2,2020-07-16,585
2,2020-07-17,593
2,2020-07-18,601
2,2020-07-19,535
2,2020-07-20,607
2,2020-07-21,587
2,2020-07-22,594
2,2020-07-23,612
2,2020-07-24,675
2,2020-07-25,605
2,2020-07-26,593
2,2020-07-27,616
2,2020-07-28,642
2,2020-07-29,614
2,2020-07-30,602
2,2020-07-31,563
2,2020-08-01,556
2,2020-08-02,515
2,2020-08-03,507
2,2020-08-04,532
2,2020-08-05,551
2,2020-08-06,571
2,2020-08-07,529
2,2020-08-08,538
2,2020-08-09,467
2,2020-08-10,552
2,2020-08-11,492
2,2020-08-12,495
2,2020-08-13,488
2,2020-08-14,477
2,2020-08-15,469
2,2020-08-16,450
2,2020-08-17,442
2,2020-08-18,419
2,2020-08-19,403
2,2020-08-20,411
2,2020-08-21,409
2,2020-08-22,401
2,2020-08-23,392
2,2020-08-24,398
2,2020-08-25,370
2,2020-08-26,391
2,2020-08-27,397
2,2020-08-28,387
2,2020-08-29,378
2,2020-08-30,365
2,2020-08-31,348
2,2020-09-01,339
2,2020-09-02,325
2,2020-09-03,311
2,2020-09-04,304
2,2020-09-05,298
2,2020-09-06,293
2,2020-09-07,289
2,2020-09-08,285
2,2020-09-09,278
2,2020-09-10,272
2,2020-09-11,264
2,2020-09-12,255
2,2020-09-13,247
2,2020-09-14,242
2,2020-09-15,238
2,2020-09-16,232
2,2020-09-17,228
2,2020-09-18,219
2,2020-09-19,210
2,2020-09-20,203
2,2020-09-21,197
2,2020-09-22,191
2,2020-09-23,186
2,2020-09-24,179
2,2020-09-25,175
2,2020-09-26,160
2,2020-09-27,153
2,2020-09-28,146
2,2020-09-29,155
2,2020-09-30,162
2,2020-10-01,160
2,2020-10-02,157
2,2020-10-03,148
2,2020-10-04,141
2,2020-10-05,134
2,2020-10-06,129
2,2020-10-07,121
2,2020-10-08,138
2,2020-10-09,146
2,2020-10-10,136
2,2020-10-11,132
2,2020-10-12,253
2,2020-10-13,74
2,2020-10-14,185
2,2020-10-15,193
2,2020-10-16,221
2,2020-10-17,205
2,2020-10-18,199
2,2020-10-19,214
2,2020-10-20,213
2,2020-10-21,252
2,2020-10-22,276
2,2020-10-23,273
2,2020-10-24,250
2,2020-10-25,263
2,2020-10-26,276
2,2020-10-27,287
2,2020-10-28,320
2,2020-10-29,306
2,2020-10-30,319
2,2020-10-31,291
2,2020-11-01,330
2,2020-11-02,302
2,2020-11-03,405
2,2020-11-04,548
2,2020-11-05,642
2,2020-11-06,631
2,2020-11-07,581
2,2020-11-08,670
2,2020-11-09,642
2,2020-11-10,753
2,2020-11-11,811
2,2020-11-12,851
2,2020-11-13,867
2,2020-11-14,844
2,2020-11-15,860
2,2020-11-16,910
2,2020-11-17,1002
2,2020-11-18,1038
2,2020-11-19,1023
2,2020-11-20,1103
2,2020-11-21,1019
2,2020-11-22,1088
2,2020-11-23,1005
2,2020-11-24,1133
2,2020-11-25,1025
2,2020-11-26,1085
2,2020-11-27,1058
2,2020-11-28,1044
2,2020-11-29,1009
2,2020-11-30,978
2,2020-12-01,953
2,2020-12-02,932
2,2020-12-03,843
2,2020-12-04,803
2,2020-12-05,772
2,2020-12-06,750
2,2020-12-07,573
2,2020-12-08,591
2,2020-12-09,598
2,2020-12-10,565
2,2020-12-11,542
2,2020-12-12,517
2,2020-12-13,464
2,2020-12-14,495
2,2020-12-15,468
2,2020-12-16,442
2,2020-12-17,426
2,2020-12-18,438
2,2020-12-19,410
2,2020-12-20,422
2,2020-12-21,456
2,2020-12-22,410
2,2020-12-23,480
2,2020-12-24,458
2,2020-12-25,434
2,2020-12-26,416
2,2020-12-27,392
2,2020-12-28,382
2,2020-12-29,357
2,2020-12-30,323
2,2020-12-31,299
2,2021-01-01,287
2,2021-01-02,262
2,2021-01-03,249
2,2021-01-04,237
2,2021-01-05,228
2,2021-01-06,247
2,2021-01-07,262
